PERIOD_DT,COMPANY,LOB,METRIC,CHANNEL,SUB_CHANNEL,DTL_CHANNEL,REGION,LOB_SEGMENT,LOB_SUB_SEGMENT,TYPE,VOLUME
13AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,BELL CANADA,Central,FIBE,N/A,N/A,1
13AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,BELL CANADA,Central,INTERNET,N/A,N/A,1
13AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,BELL CANADA,Central,VOICE,N/A,N/A,1
13AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
13AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,5
13AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,11
14AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
14AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
14AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,3
15AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
15AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,12
15AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,1
16AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
16AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,5
17AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,2
19AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
19AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,5
19AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,3
20AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
20AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,12
20AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,5
21AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
21AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,9
21AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,8
22AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
22AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,8
22AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,5
23AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,6
23AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,6
26AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,2
26AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,10
26AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,6
27AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
27AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,10
27AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,3
28AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
28AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,7
28AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,4
29AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
29AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,4
29AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,2
30AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,4
30AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,SAT TV,N/A,N/A,1
30AUG2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,4
02SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,4
02SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,1
03SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
03SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,2
03SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,9
03SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,4
04SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,2
04SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,10
04SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,2
05SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,2
05SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,2
05SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,3
06SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
06SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,10
06SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,5
09SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
09SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,12
09SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,2
10SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
10SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
10SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,13
10SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,10
11SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
11SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,8
11SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,3
12SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,2
12SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
12SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,15
12SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,3
13SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,2
13SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,17
13SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,4
16SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
16SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
16SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,8
16SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,8
17SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
17SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
17SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,9
17SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,9
18SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,4
18SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
18SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,9
18SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,16
19SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,2
19SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,11
19SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,3
20SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,4
20SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,8
23SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
23SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
23SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,12
23SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,7
24SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
24SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,5
24SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,8
24SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,7
25SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,9
25SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,6
26SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,7
26SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,1
27SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,8
27SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,10
30SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,2
30SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
30SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,6
30SEP2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,7
01OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
01OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
01OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,19
01OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,3
02OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
02OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,14
02OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,1
03OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
03OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,12
03OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,1
05OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,5
05OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,1
07OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,2
07OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,17
07OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,3
08OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,2
08OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,8
08OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,11
09OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
09OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,12
09OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,8
10OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
10OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
10OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,13
10OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,10
11OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,2
11OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,4
12OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,1
14OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,1
14OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,1
15OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,3
15OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,9
15OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,7
16OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
16OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,7
16OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,4
17OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,2
17OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,9
17OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,5
18OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,7
18OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,2
21OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,7
21OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,6
22OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
22OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,2
22OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,15
22OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,9
23OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,5
23OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,3
24OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,8
24OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,4
25OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
25OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,7
25OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,SAT TV,N/A,N/A,1
25OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,7
28OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
28OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,13
28OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,5
29OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,2
29OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,5
29OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,16
29OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,10
30OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,13
30OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,4
31OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
31OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,5
31OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,17
31OCT2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,5
01NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,16
01NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,5
04NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,2
04NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,6
04NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,13
05NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,3
05NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,12
05NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,4
06NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,7
06NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,3
07NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,BELL CANADA,Central,BSA,N/A,N/A,1
07NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,4
07NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,9
07NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,25
07NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,SAT TV,N/A,N/A,1
07NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,9
08NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,4
08NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,12
08NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,5
11NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
11NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,11
11NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,4
12NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
12NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,3
12NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,10
12NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,8
13NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,2
13NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,11
13NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,12
13NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,2
14NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
14NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,7
14NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,4
15NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
15NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
15NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,7
15NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,4
18NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,8
18NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,4
19NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,4
19NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,11
19NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,3
20NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,1
20NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,12
21NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
21NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,10
21NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,4
22NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,11
22NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,6
25NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,8
25NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,3
26NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
26NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,10
26NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,2
27NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,FIBE,N/A,N/A,5
27NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,14
27NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,VOICE,N/A,N/A,4
28NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,BSA,N/A,N/A,1
28NOV2024,Bell,SB Echat,Residential Gross Sales,Online,Echat,NORDIA,Central,INTERNET,N/A,N/A,8
