PERIOD_DT,COMPANY,LOB,METRIC,CHANNEL,SUB_CHANNEL,DTL_CHANNEL,REGION,LOB_SEGMENT,LOB_SUB_SEGMENT,TYPE,VOLUME
18MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,1
19MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
19MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,1
19MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
20MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,7
20MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
21MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
21MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,11
21MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
22MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,9
22MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,6
22MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,0
23MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
23MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,7
23MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,4
23MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,1
24MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,6
24MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
25MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,2
25MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,0
26MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,0
26MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,0
27MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,12
27MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
28MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,11
28MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,4
28MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,0
29MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
29MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,8
29MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,5
30MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,4
30MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
31MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,3
31MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,13
31MAY2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,8
01JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
01JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,4
01JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
02JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,8
02JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
02JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,1
03JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
03JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,13
03JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,4
03JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,1
04JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,5
04JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,1
05JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
05JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,10
05JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
05JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,1
06JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
06JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,14
06JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,5
06JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,0
07JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,2
07JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,7
07JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
07JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,1
08JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
08JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,6
08JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
09JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,7
09JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
10JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
10JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,13
10JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
11JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,0
11JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,0
11JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,1
12JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,2
12JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,15
12JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,5
13JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
13JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,6
13JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,4
14JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,8
14JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
14JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,1
15JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
15JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,1
15JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,0
15JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,1
16JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,1
16JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,0
17JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
17JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,8
17JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,4
17JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,0
18JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
18JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,6
18JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
19JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,14
19JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
20JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
20JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,4
20JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
21JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
21JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,4
21JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,1
21JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,1
22JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
22JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,5
22JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
23JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,8
23JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
23JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,1
24JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,14
24JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,4
25JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
25JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,8
25JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
25JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,1
25JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,1
26JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,2
26JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,7
26JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,6
26JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,1
27JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
27JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,6
27JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
27JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,0
28JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
28JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,4
28JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,1
29JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,6
29JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,0
30JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,5
30JUN2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
01JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,6
01JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
01JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,1
01JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,0
02JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,3
02JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,15
02JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,8
03JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
03JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,15
03JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,8
04JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
04JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,6
04JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,1
05JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,4
05JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,10
05JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
05JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,1
06JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,3
06JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,1
07JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
07JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,3
07JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
08JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,11
08JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,5
08JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,2
09JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,7
09JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
09JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,1
10JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
10JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,8
10JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,4
11JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
11JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,8
11JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
12JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
12JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,4
12JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,0
12JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,0
12JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,0
13JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
13JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,7
13JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
14JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
14JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,4
14JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,1
14JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,1
15JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,6
15JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
15JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,1
16JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,6
16JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
16JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,1
17JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
17JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,5
17JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,0
18JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,6
18JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
18JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,1
19JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
19JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,7
19JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
19JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,0
20JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
20JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,4
20JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
20JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,0
21JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
21JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,2
21JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,1
21JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,1
21JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,1
22JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
22JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,11
22JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
23JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
23JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,7
23JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
23JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,0
24JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
24JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,6
24JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
24JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,0
25JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
25JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,8
25JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
25JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,0
26JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
26JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,7
26JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,3
27JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
27JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,3
27JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,1
27JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,1
28JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,2
28JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,7
28JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,5
29JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
29JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,4
29JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,1
29JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,TV,N/A,N/A,1
30JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,1
30JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,8
30JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,4
31JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
31JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,5
31JUL2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,0
01AUG2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
01AUG2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,6
01AUG2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,1
02AUG2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
02AUG2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,7
02AUG2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,2
02AUG2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,Sitel - Chennai,MTS,INTERNET,N/A,N/A,1
03AUG2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,HOME PHONE,N/A,N/A,0
03AUG2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,INTERNET,N/A,N/A,6
03AUG2024,Bell,MTS Echat,Residential Gross Sales,Online,Echat,,MTS,TV,N/A,N/A,1
